"stage","stage09","stage15","ch_high","nburn","strata","stat","cc_year","metric","value"
"late-early","late","early",0,2,"Understory","mnl",2015,"cc_01_mnl",-5.04981331925397
"late-early","late","early",0,2,"Understory","sdl",2015,"cc_01_sdl",1.1394312560365
"late-early","late","early",0,2,"Sub-canopy","mnl",2015,"cc_02_mnl",-3.90980790324534
"late-early","late","early",0,2,"Sub-canopy","sdl",2015,"cc_02_sdl",1.02730024621346
"late-early","late","early",0,2,"Canopy","mnl",2015,"cc_08_mnl",-2.01001050089099
"late-early","late","early",0,2,"Canopy","sdl",2015,"cc_08_sdl",1.0052340485901
"unburned forest","suppressed","suppressed",NA,0,"Understory","mnl",2015,"cc_01_mnl",-4.57913443318601
"unburned forest","suppressed","suppressed",NA,0,"Understory","sdl",2015,"cc_01_sdl",1.80245587896757
"unburned forest","suppressed","suppressed",NA,0,"Sub-canopy","mnl",2015,"cc_02_mnl",-2.13320585071214
"unburned forest","suppressed","suppressed",NA,0,"Sub-canopy","sdl",2015,"cc_02_sdl",1.41243772395263
"unburned forest","suppressed","suppressed",NA,0,"Canopy","mnl",2015,"cc_08_mnl",-0.572161089298336
"unburned forest","suppressed","suppressed",NA,0,"Canopy","sdl",2015,"cc_08_sdl",0.932988666869653
"once burned forest","late","early",0,1,"Understory","mnl",2009,"cc_01_mnl",-2.22114150924828
"once burned forest","late","early",0,1,"Understory","sdl",2009,"cc_01_sdl",0.573728463307923
"once burned forest","late","early",0,1,"Sub-canopy","mnl",2009,"cc_02_mnl",-2.50434744155464
"once burned forest","late","early",0,1,"Sub-canopy","sdl",2009,"cc_02_sdl",1.32626461966128
"once burned forest","late","early",0,1,"Canopy","mnl",2009,"cc_08_mnl",-1.89536562299045
"once burned forest","late","early",0,1,"Canopy","sdl",2009,"cc_08_sdl",1.77027092586405
"twice burned forest","late","late",0,2,"Understory","mnl",2015,"cc_01_mnl",-4.97528329823494
"twice burned forest","late","late",0,2,"Understory","sdl",2015,"cc_01_sdl",1.380315612533
"twice burned forest","late","late",0,2,"Sub-canopy","mnl",2015,"cc_02_mnl",-5.20238855164808
"twice burned forest","late","late",0,2,"Sub-canopy","sdl",2015,"cc_02_sdl",1.25623717643632
"twice burned forest","late","late",0,2,"Canopy","mnl",2015,"cc_08_mnl",-4.37561890464093
"twice burned forest","late","late",0,2,"Canopy","sdl",2015,"cc_08_sdl",2.2461603410614
"once burned forest","late","late",0,1,"Understory","mnl",2009,"cc_01_mnl",-4.42479157775167
"once burned forest","late","late",0,1,"Understory","sdl",2009,"cc_01_sdl",1.42039185992302
"once burned forest","late","late",0,1,"Sub-canopy","mnl",2009,"cc_02_mnl",-3.84887780378069
"once burned forest","late","late",0,1,"Sub-canopy","sdl",2009,"cc_02_sdl",1.20373113661745
"once burned forest","late","late",0,1,"Canopy","mnl",2009,"cc_08_mnl",-2.35959959182124
"once burned forest","late","late",0,1,"Canopy","sdl",2009,"cc_08_sdl",1.85484416927241
"twice burned early","early","early",1,2,"Understory","mnl",2015,"cc_01_mnl",-5.45442991874912
"twice burned early","early","early",1,2,"Understory","sdl",2015,"cc_01_sdl",1.48195322325794
"twice burned early","early","early",1,2,"Sub-canopy","mnl",2015,"cc_02_mnl",-6.36965293497829
"twice burned early","early","early",1,2,"Sub-canopy","sdl",2015,"cc_02_sdl",0.974381554142923
"twice burned early","early","early",1,2,"Canopy","mnl",2015,"cc_08_mnl",-6.8670130084788
"twice burned early","early","early",1,2,"Canopy","sdl",2015,"cc_08_sdl",0.383984798032275
"once burned early","early","early",1,1,"Understory","mnl",2009,"cc_01_mnl",-5.03210232460586
"once burned early","early","early",1,1,"Understory","sdl",2009,"cc_01_sdl",1.65249446080486
"once burned early","early","early",1,1,"Sub-canopy","mnl",2009,"cc_02_mnl",-4.77567147549572
"once burned early","early","early",1,1,"Sub-canopy","sdl",2009,"cc_02_sdl",1.41171168724812
"once burned early","early","early",1,1,"Canopy","mnl",2009,"cc_08_mnl",-5.17492321579381
"once burned early","early","early",1,1,"Canopy","sdl",2009,"cc_08_sdl",1.73173814426331
"once burned forest","late","late",0,1,"Understory","mnl",2009,"cc_01_mnl",-4.42056469052195
"once burned forest","late","late",0,1,"Understory","sdl",2009,"cc_01_sdl",1.73880445906556
"once burned forest","late","late",0,1,"Sub-canopy","mnl",2009,"cc_02_mnl",-3.03590487896362
"once burned forest","late","late",0,1,"Sub-canopy","sdl",2009,"cc_02_sdl",1.66059768950615
"once burned forest","late","late",0,1,"Canopy","mnl",2009,"cc_08_mnl",-1.66681968723096
"once burned forest","late","late",0,1,"Canopy","sdl",2009,"cc_08_sdl",1.8082520725616
"twice burned forest","late","late",0,2,"Understory","mnl",2015,"cc_01_mnl",-4.65076855628446
"twice burned forest","late","late",0,2,"Understory","sdl",2015,"cc_01_sdl",1.30859807072977
"twice burned forest","late","late",0,2,"Sub-canopy","mnl",2015,"cc_02_mnl",-3.63711971312236
"twice burned forest","late","late",0,2,"Sub-canopy","sdl",2015,"cc_02_sdl",1.5730912318605
"twice burned forest","late","late",0,2,"Canopy","mnl",2015,"cc_08_mnl",-2.37953647397455
"twice burned forest","late","late",0,2,"Canopy","sdl",2015,"cc_08_sdl",2.20635858289998
"once burned forest","late","late",0,1,"Understory","mnl",2009,"cc_01_mnl",-5.28818141778997
"once burned forest","late","late",0,1,"Understory","sdl",2009,"cc_01_sdl",1.47304248437601
"once burned forest","late","late",0,1,"Sub-canopy","mnl",2009,"cc_02_mnl",-4.01288484983109
"once burned forest","late","late",0,1,"Sub-canopy","sdl",2009,"cc_02_sdl",1.52099772042808
"once burned forest","late","late",0,1,"Canopy","mnl",2009,"cc_08_mnl",-1.28912710090879
"once burned forest","late","late",0,1,"Canopy","sdl",2009,"cc_08_sdl",1.14323048501067
"twice burned forest","late","late",0,2,"Understory","mnl",2015,"cc_01_mnl",-5.30931811024895
"twice burned forest","late","late",0,2,"Understory","sdl",2015,"cc_01_sdl",1.0172369408288
"twice burned forest","late","late",0,2,"Sub-canopy","mnl",2015,"cc_02_mnl",-4.59891316570775
"twice burned forest","late","late",0,2,"Sub-canopy","sdl",2015,"cc_02_sdl",1.20991784102047
"twice burned forest","late","late",0,2,"Canopy","mnl",2015,"cc_08_mnl",-2.10278739421495
"twice burned forest","late","late",0,2,"Canopy","sdl",2015,"cc_08_sdl",1.7394102927611
"once burned early","early","early",1,1,"Understory","mnl",2009,"cc_01_mnl",-4.3967478043549
"once burned early","early","early",1,1,"Understory","sdl",2009,"cc_01_sdl",1.18752119317209
"once burned early","early","early",1,1,"Sub-canopy","mnl",2009,"cc_02_mnl",-3.5618261565996
"once burned early","early","early",1,1,"Sub-canopy","sdl",2009,"cc_02_sdl",1.15678867233645
"once burned early","early","early",1,1,"Canopy","mnl",2009,"cc_08_mnl",-3.09442518199069
"once burned early","early","early",1,1,"Canopy","sdl",2009,"cc_08_sdl",1.86081066081736
"twice burned early","early","early",1,2,"Understory","mnl",2015,"cc_01_mnl",-5.98266838911966
"twice burned early","early","early",1,2,"Understory","sdl",2015,"cc_01_sdl",0.750636045965109
"twice burned early","early","early",1,2,"Sub-canopy","mnl",2015,"cc_02_mnl",-5.47733808914352
"twice burned early","early","early",1,2,"Sub-canopy","sdl",2015,"cc_02_sdl",1.04775017283242
"twice burned early","early","early",1,2,"Canopy","mnl",2015,"cc_08_mnl",-5.59699483400613
"twice burned early","early","early",1,2,"Canopy","sdl",2015,"cc_08_sdl",1.66376177917779
"twice burned early","early","early",1,2,"Understory","mnl",2015,"cc_01_mnl",-5.61879596046357
"twice burned early","early","early",1,2,"Understory","sdl",2015,"cc_01_sdl",0.902151833120426
"twice burned early","early","early",1,2,"Sub-canopy","mnl",2015,"cc_02_mnl",-5.5302058883494
"twice burned early","early","early",1,2,"Sub-canopy","sdl",2015,"cc_02_sdl",0.913616442094603
"twice burned early","early","early",1,2,"Canopy","mnl",2015,"cc_08_mnl",-6.72885942678744
"twice burned early","early","early",1,2,"Canopy","sdl",2015,"cc_08_sdl",0.507420525245478
"once burned early","early","early",1,1,"Understory","mnl",2009,"cc_01_mnl",-4.11632478289156
"once burned early","early","early",1,1,"Understory","sdl",2009,"cc_01_sdl",0.989036628663426
"once burned early","early","early",1,1,"Sub-canopy","mnl",2009,"cc_02_mnl",-3.77359690000958
"once burned early","early","early",1,1,"Sub-canopy","sdl",2009,"cc_02_sdl",0.979584139185298
"once burned early","early","early",1,1,"Canopy","mnl",2009,"cc_08_mnl",-4.0062667722456
"once burned early","early","early",1,1,"Canopy","sdl",2009,"cc_08_sdl",1.52813300314241
"unburned forest","suppressed","suppressed",NA,0,"Understory","mnl",2015,"cc_01_mnl",-3.87409011553949
"unburned forest","suppressed","suppressed",NA,0,"Understory","sdl",2015,"cc_01_sdl",1.59161910449113
"unburned forest","suppressed","suppressed",NA,0,"Sub-canopy","mnl",2015,"cc_02_mnl",-2.02665635466187
"unburned forest","suppressed","suppressed",NA,0,"Sub-canopy","sdl",2015,"cc_02_sdl",1.18999663736923
"unburned forest","suppressed","suppressed",NA,0,"Canopy","mnl",2015,"cc_08_mnl",-1.51966728577913
"unburned forest","suppressed","suppressed",NA,0,"Canopy","sdl",2015,"cc_08_sdl",1.37790478862188
"once burned early","early","early",1,1,"Understory","mnl",2009,"cc_01_mnl",-1.17486291408968
"once burned early","early","early",1,1,"Understory","sdl",2009,"cc_01_sdl",0.437956797682232
"once burned early","early","early",1,1,"Sub-canopy","mnl",2009,"cc_02_mnl",-1.58521503529745
"once burned early","early","early",1,1,"Sub-canopy","sdl",2009,"cc_02_sdl",0.67207963599391
"once burned early","early","early",1,1,"Canopy","mnl",2009,"cc_08_mnl",-3.4599861884577
"once burned early","early","early",1,1,"Canopy","sdl",2009,"cc_08_sdl",1.83116234115852
"twice burned early","early","early",1,2,"Understory","mnl",2015,"cc_01_mnl",-6.0445707583147
"twice burned early","early","early",1,2,"Understory","sdl",2015,"cc_01_sdl",0.924265089284087
"twice burned early","early","early",1,2,"Sub-canopy","mnl",2015,"cc_02_mnl",-5.93067255758404
"twice burned early","early","early",1,2,"Sub-canopy","sdl",2015,"cc_02_sdl",1.16304381688718
"twice burned early","early","early",1,2,"Canopy","mnl",2015,"cc_08_mnl",-5.70453364811962
"twice burned early","early","early",1,2,"Canopy","sdl",2015,"cc_08_sdl",2.01393387365986
"once burned early","early","early",1,1,"Understory","mnl",2009,"cc_01_mnl",-4.51983924689223
"once burned early","early","early",1,1,"Understory","sdl",2009,"cc_01_sdl",1.35337655831577
"once burned early","early","early",1,1,"Sub-canopy","mnl",2009,"cc_02_mnl",-4.13387988881231
"once burned early","early","early",1,1,"Sub-canopy","sdl",2009,"cc_02_sdl",1.45219631353146
"once burned early","early","early",1,1,"Canopy","mnl",2009,"cc_08_mnl",-3.98706533350344
"once burned early","early","early",1,1,"Canopy","sdl",2009,"cc_08_sdl",2.51576574999109
"once burned early","early","early",1,1,"Understory","mnl",2009,"cc_01_mnl",-4.72997949701795
"once burned early","early","early",1,1,"Understory","sdl",2009,"cc_01_sdl",0.854070103777557
"once burned early","early","early",1,1,"Sub-canopy","mnl",2009,"cc_02_mnl",-3.73790313502474
"once burned early","early","early",1,1,"Sub-canopy","sdl",2009,"cc_02_sdl",0.945966324195038
"once burned early","early","early",1,1,"Canopy","mnl",2009,"cc_08_mnl",-3.79390178256132
"once burned early","early","early",1,1,"Canopy","sdl",2009,"cc_08_sdl",1.72851008290139
"twice burned early","early","early",1,2,"Understory","mnl",2015,"cc_01_mnl",-6.2256432166688
"twice burned early","early","early",1,2,"Understory","sdl",2015,"cc_01_sdl",0.604750979621839
"twice burned early","early","early",1,2,"Sub-canopy","mnl",2015,"cc_02_mnl",-5.83702456560676
"twice burned early","early","early",1,2,"Sub-canopy","sdl",2015,"cc_02_sdl",0.90158246675355
"twice burned early","early","early",1,2,"Canopy","mnl",2015,"cc_08_mnl",-6.48502324083527
"twice burned early","early","early",1,2,"Canopy","sdl",2015,"cc_08_sdl",1.01021353904551
"twice burned early","early","early",1,2,"Understory","mnl",2015,"cc_01_mnl",-4.63438264990878
"twice burned early","early","early",1,2,"Understory","sdl",2015,"cc_01_sdl",1.56648358854158
"twice burned early","early","early",1,2,"Sub-canopy","mnl",2015,"cc_02_mnl",-6.27394670310462
"twice burned early","early","early",1,2,"Sub-canopy","sdl",2015,"cc_02_sdl",0.775640166630824
"twice burned early","early","early",1,2,"Canopy","mnl",2015,"cc_08_mnl",-6.87072038925481
"twice burned early","early","early",1,2,"Canopy","sdl",2015,"cc_08_sdl",0.277904441883447
"once burned early","early","early",1,1,"Understory","mnl",2009,"cc_01_mnl",-2.53753417322778
"once burned early","early","early",1,1,"Understory","sdl",2009,"cc_01_sdl",1.00131701144576
"once burned early","early","early",1,1,"Sub-canopy","mnl",2009,"cc_02_mnl",-4.02664682672746
"once burned early","early","early",1,1,"Sub-canopy","sdl",2009,"cc_02_sdl",0.837344948937244
"once burned early","early","early",1,1,"Canopy","mnl",2009,"cc_08_mnl",-3.90195966207864
"once burned early","early","early",1,1,"Canopy","sdl",2009,"cc_08_sdl",1.59288343538125
"once burned early","early","early",1,1,"Understory","mnl",2009,"cc_01_mnl",-1.78054707089011
"once burned early","early","early",1,1,"Understory","sdl",2009,"cc_01_sdl",1.07940178931224
"once burned early","early","early",1,1,"Sub-canopy","mnl",2009,"cc_02_mnl",-3.34339201951468
"once burned early","early","early",1,1,"Sub-canopy","sdl",2009,"cc_02_sdl",1.19704583784477
"once burned early","early","early",1,1,"Canopy","mnl",2009,"cc_08_mnl",-3.98344745473092
"once burned early","early","early",1,1,"Canopy","sdl",2009,"cc_08_sdl",1.85358268673709
"twice burned early","early","early",1,2,"Understory","mnl",2015,"cc_01_mnl",-4.88272404573143
"twice burned early","early","early",1,2,"Understory","sdl",2015,"cc_01_sdl",1.80279359037099
"twice burned early","early","early",1,2,"Sub-canopy","mnl",2015,"cc_02_mnl",-6.2529296415881
"twice burned early","early","early",1,2,"Sub-canopy","sdl",2015,"cc_02_sdl",0.899552781446256
"twice burned early","early","early",1,2,"Canopy","mnl",2015,"cc_08_mnl",-6.32513022849883
"twice burned early","early","early",1,2,"Canopy","sdl",2015,"cc_08_sdl",1.3174771282379
"once burned early","early","early",1,1,"Understory","mnl",2009,"cc_01_mnl",-2.80626557512368
"once burned early","early","early",1,1,"Understory","sdl",2009,"cc_01_sdl",0.926665713318147
"once burned early","early","early",1,1,"Sub-canopy","mnl",2009,"cc_02_mnl",-3.92932820801644
"once burned early","early","early",1,1,"Sub-canopy","sdl",2009,"cc_02_sdl",1.20767751732914
"once burned early","early","early",1,1,"Canopy","mnl",2009,"cc_08_mnl",-3.39730921648473
"once burned early","early","early",1,1,"Canopy","sdl",2009,"cc_08_sdl",1.80808148595077
"once burned early","early","early",0,1,"Understory","mnl",2009,"cc_01_mnl",-1.9180501705086
"once burned early","early","early",0,1,"Understory","sdl",2009,"cc_01_sdl",0.557650770479096
"once burned early","early","early",0,1,"Sub-canopy","mnl",2009,"cc_02_mnl",-2.26544772352472
"once burned early","early","early",0,1,"Sub-canopy","sdl",2009,"cc_02_sdl",1.15679756116008
"once burned early","early","early",0,1,"Canopy","mnl",2009,"cc_08_mnl",-4.17243459447778
"once burned early","early","early",0,1,"Canopy","sdl",2009,"cc_08_sdl",1.7932333439381
"once burned early","early","early",0,1,"Understory","mnl",2009,"cc_01_mnl",-1.66000716349453
"once burned early","early","early",0,1,"Understory","sdl",2009,"cc_01_sdl",0.62393473391797
"once burned early","early","early",0,1,"Sub-canopy","mnl",2009,"cc_02_mnl",-2.18209426995035
"once burned early","early","early",0,1,"Sub-canopy","sdl",2009,"cc_02_sdl",0.88924861805065
"once burned early","early","early",0,1,"Canopy","mnl",2009,"cc_08_mnl",-3.87135081359656
"once burned early","early","early",0,1,"Canopy","sdl",2009,"cc_08_sdl",1.71545751244652
"once burned early","early","early",0,1,"Understory","mnl",2009,"cc_01_mnl",-1.7083492560236
"once burned early","early","early",0,1,"Understory","sdl",2009,"cc_01_sdl",0.699781604248427
"once burned early","early","early",0,1,"Sub-canopy","mnl",2009,"cc_02_mnl",-2.70551446678891
"once burned early","early","early",0,1,"Sub-canopy","sdl",2009,"cc_02_sdl",1.00196522021786
"once burned early","early","early",0,1,"Canopy","mnl",2009,"cc_08_mnl",-3.63862157138191
"once burned early","early","early",0,1,"Canopy","sdl",2009,"cc_08_sdl",1.72149038710745
"once burned early","early","early",0,1,"Understory","mnl",2009,"cc_01_mnl",-1.45138310369142
"once burned early","early","early",0,1,"Understory","sdl",2009,"cc_01_sdl",0.645900503690351
"once burned early","early","early",0,1,"Sub-canopy","mnl",2009,"cc_02_mnl",-1.19814385158485
"once burned early","early","early",0,1,"Sub-canopy","sdl",2009,"cc_02_sdl",0.740119687328636
"once burned early","early","early",0,1,"Canopy","mnl",2009,"cc_08_mnl",-2.38855268846561
"once burned early","early","early",0,1,"Canopy","sdl",2009,"cc_08_sdl",1.39083121869773
"unburned forest","suppressed","suppressed",NA,0,"Understory","mnl",2015,"cc_01_mnl",-4.49136342161651
"unburned forest","suppressed","suppressed",NA,0,"Understory","sdl",2015,"cc_01_sdl",1.4542443029579
"unburned forest","suppressed","suppressed",NA,0,"Sub-canopy","mnl",2015,"cc_02_mnl",-2.23342420908913
"unburned forest","suppressed","suppressed",NA,0,"Sub-canopy","sdl",2015,"cc_02_sdl",0.964543032497866
"unburned forest","suppressed","suppressed",NA,0,"Canopy","mnl",2015,"cc_08_mnl",-0.793728928714588
"unburned forest","suppressed","suppressed",NA,0,"Canopy","sdl",2015,"cc_08_sdl",0.7084236753527
"once burned early","early","early",0,1,"Understory","mnl",2009,"cc_01_mnl",-0.893911836057805
"once burned early","early","early",0,1,"Understory","sdl",2009,"cc_01_sdl",0.406776691784911
"once burned early","early","early",0,1,"Sub-canopy","mnl",2009,"cc_02_mnl",-0.895751178372559
"once burned early","early","early",0,1,"Sub-canopy","sdl",2009,"cc_02_sdl",0.453665984795713
